            100         50.006        30.2467        20.9569        15.8736        12.7426         10.639        9.13343        8.00426        7.12682        6.42586        5.85335        5.37722        4.97525        4.63156        4.33451        4.07534        3.84739        3.64545        3.46541          3.304        3.15855         3.0269        2.90724        2.79807        2.69814        2.60639        2.52191        2.44391        2.37174        2.30481        2.24261        2.18471        2.13071        2.08028         2.0331        1.98891        1.94746        1.90855        1.87198        1.83756        1.80516        1.77462        1.74581        1.71862        1.69294        1.66868        1.64574        1.62404         1.6035        1.58406        1.56566        1.54822         1.5317        1.51605        1.50122        1.48717        1.47385        1.46122        1.44925        1.43791        1.42717        1.41699        1.40734        1.39821        1.38957        1.38138        1.37364        1.36632        1.35939        1.35285        1.34667        1.34084        1.33534        1.33015        1.32526        1.32065        1.31632        1.31225        1.30842        1.30483        1.30146         1.2983        1.29534        1.29258           1.29        1.28759        1.28535        1.28326        1.28132        1.27952        1.27785         1.2763        1.27488        1.27356        1.27235        1.27124        1.27022         1.2693        1.26845        1.26769        1.26699        1.26637        1.26582        1.26532        1.26489        1.26451        1.26418        1.26391        1.26369        1.26351        1.26338        1.26329        1.26324        1.26324        1.26328        1.26336        1.26349        1.26366        1.26387        1.26413        1.26443        1.26478        1.26518        1.26563        1.26614        1.26671        1.26734        1.26803        1.26879        1.26962        1.27053        1.27152         1.2726        1.27377        1.27504        1.27641        1.27789        1.27948         1.2812        1.28305        1.28503        1.28716        1.28945        1.29189        1.29451         1.2973        1.30029        1.30347        1.30686        1.31048        1.31433        1.31842        1.32277        1.32738        1.33228        1.33748        1.34299        1.34883        1.35501        1.36155        1.36847        1.37579        1.38353        1.39171        1.40034        1.40947         1.4191        1.42926        1.43999        1.45132        1.46326        1.47587        1.48917         1.5032        1.51801        1.53364        1.55013        1.56754        1.58592        1.60533        1.62583         1.6475        1.67041        1.69465        1.72029        1.74745        1.77622        1.80673         1.8391        1.87348        1.91002        1.94889         1.9903        2.03446         2.0816          2.132        2.18596        2.24382        2.30598        2.37287        2.44501        2.52296        2.60741        2.69912        2.79901        2.90814        3.02776        3.15938        3.30478        3.46616        3.64615        3.84805        4.07597        4.33509        4.63211        4.97576        5.37769        5.85378        6.42626        7.12718        8.00457        9.13371        10.6393        12.7428        15.8737        20.9571        30.2468
        -49.994      0.0120148        10.4875        11.6671        10.7902        9.61171        8.53545        7.62782        6.87509        6.24939        5.72491        5.28084        4.90109        4.57328        4.28787        4.03745        3.81618        3.61944         3.4435        3.28538        3.14259        3.01311        2.89524        2.78757         2.6889        2.59822        2.51464        2.43742        2.36592        2.29957        2.23788        2.18042        2.12681        2.07672        2.02984        1.98592        1.94472        1.90602        1.86964         1.8354        1.80315        1.77275        1.74408        1.71701        1.69143        1.66727        1.64441         1.6228        1.60234        1.58297        1.56462        1.54725        1.53079        1.51519         1.5004        1.48639        1.47311        1.46052        1.44859        1.43729        1.42657        1.41642        1.40681         1.3977        1.38908        1.38092         1.3732         1.3659        1.35899        1.35247        1.34631        1.34049        1.33501        1.32983        1.32496        1.32037        1.31605        1.31199        1.30817        1.30459        1.30123        1.29809        1.29514        1.29239        1.28982        1.28742        1.28518         1.2831        1.28117        1.27938        1.27771        1.27618        1.27476        1.27345        1.27225        1.27114        1.27013        1.26921        1.26837        1.26761        1.26692         1.2663        1.26575        1.26526        1.26483        1.26445        1.26413        1.26386        1.26364        1.26346        1.26333        1.26324         1.2632         1.2632        1.26324        1.26332        1.26345        1.26361        1.26383        1.26408        1.26438        1.26473        1.26513        1.26558        1.26609        1.26665        1.26728        1.26796        1.26872        1.26955        1.27046        1.27144        1.27251        1.27368        1.27494         1.2763        1.27778        1.27937        1.28108        1.28292        1.28489        1.28702        1.28929        1.29173        1.29433        1.29712         1.3001        1.30327        1.30665        1.31026        1.31409        1.31817        1.32251        1.32711          1.332        1.33718        1.34268         1.3485        1.35467        1.36119         1.3681         1.3754        1.38311        1.39127        1.39988        1.40898        1.41859        1.42873        1.43943        1.45072        1.46264        1.47521        1.48848        1.50247        1.51724        1.53282        1.54926        1.56662        1.58494         1.6043        1.62474        1.64634        1.66917        1.69333        1.71888        1.74594         1.7746        1.80499        1.83724        1.87147        1.90785        1.94656        1.98777        2.03171        2.07861        2.12874         2.1824        2.23992        2.30169        2.36814        2.43976        2.51714        2.60092        2.69185        2.79083         2.8989        3.01726        3.14738        3.29099        3.45019        3.62753        3.82615        4.04996        4.30388        4.59422        4.92913        5.31941        5.77962        6.32988        6.99873         7.8281        8.88197        10.2628        12.1448        14.8464        19.0046        26.0404        39.5366
       -30.2227       -10.4514      0.0240297        4.43389        6.00838        6.37856        6.26321        5.96732        5.61888        5.27074        4.94353        4.64402        4.37302        4.12891         3.9092        3.71124        3.53249        3.37067        3.22376           3.09        2.96787        2.85605        2.75339        2.65891        2.57176        2.49118        2.41652        2.34722        2.28277        2.22274        2.16672        2.11437        2.06539         2.0195        1.97645        1.93602        1.89802        1.86226        1.82858        1.79684        1.76689        1.73863        1.71193         1.6867        1.66284        1.64027        1.61892         1.5987        1.57955        1.56141        1.54422        1.52793        1.51249        1.49786        1.48398        1.47083        1.45836        1.44655        1.43534        1.42473        1.41467        1.40514        1.39612        1.38757        1.37949        1.37184         1.3646        1.35776        1.35129        1.34519        1.33942        1.33399        1.32886        1.32403        1.31948        1.31521        1.31118        1.30741        1.30386        1.30054        1.29743        1.29452        1.29179        1.28925        1.28688        1.28467        1.28262        1.28071        1.27894         1.2773        1.27579        1.27439         1.2731        1.27192        1.27083        1.26984        1.26893        1.26811        1.26736        1.26669        1.26608        1.26554        1.26507        1.26464        1.26428        1.26397         1.2637        1.26349        1.26332        1.26319        1.26311        1.26307        1.26307        1.26311         1.2632        1.26332        1.26349         1.2637        1.26395        1.26425        1.26459        1.26499        1.26543        1.26593        1.26648         1.2671        1.26778        1.26852        1.26934        1.27023        1.27121        1.27227        1.27341        1.27466        1.27601        1.27746        1.27903        1.28072        1.28254         1.2845         1.2866        1.28885        1.29126        1.29384         1.2966        1.29955        1.30269        1.30605        1.30962        1.31342        1.31747        1.32176        1.32633        1.33118        1.33632        1.34177        1.34755        1.35367        1.36014          1.367        1.37424         1.3819           1.39        1.39855        1.40758        1.41711        1.42717         1.4378          1.449        1.46083        1.47331        1.48647        1.50035          1.515        1.53046        1.54676        1.56398        1.58214        1.60133        1.62159        1.64299        1.66561        1.68953        1.71483        1.74161        1.76998        1.80004        1.83192        1.86575        1.90169        1.93991        1.98058        2.02392        2.07016        2.11954        2.17235        2.22893        2.28963        2.35487        2.42512        2.50091        2.58287        2.67171        2.76825        2.87347        2.98848        3.11464        3.25352        3.40702        3.57746        3.76762        3.98095        4.22174        4.49539        4.80877        5.17078        5.59313        6.09151        6.68737        7.41069        8.30451        9.43237        10.8908        12.8309        15.4933        19.2579        24.6633        32.0939
       -20.9209       -11.6191       -4.37382      0.0360446        2.43086        3.63096        4.17151        4.35936        4.36239        4.27114        4.13445        3.97868        3.81806        3.66014        3.50878        3.36581        3.23187        3.10699        2.99086          2.883        2.78285        2.68982        2.60336        2.52293        2.44803        2.37822        2.31305        2.25217        2.19522        2.14188        2.09188        2.04496        2.00088        1.95944        1.92044        1.88371        1.84908        1.81642        1.78559        1.75647        1.72895        1.70293        1.67832        1.65502        1.63296        1.61207        1.59228        1.57352        1.55575        1.53889        1.52291        1.50776        1.49339        1.47976        1.46684        1.45458        1.44296        1.43195        1.42151        1.41161        1.40224        1.39336        1.38495        1.37699        1.36946        1.36233         1.3556        1.34924        1.34323        1.33756        1.33221        1.32717        1.32242        1.31795        1.31374        1.30979        1.30608         1.3026        1.29933        1.29628        1.29342        1.29075        1.28826        1.28594        1.28378        1.28177        1.27991        1.27818        1.27658        1.27511        1.27374        1.27249        1.27134        1.27029        1.26933        1.26845        1.26765        1.26693        1.26628         1.2657        1.26518        1.26472        1.26432        1.26397        1.26368        1.26343        1.26323        1.26307        1.26295        1.26288        1.26285        1.26285         1.2629        1.26298        1.26311        1.26328        1.26348        1.26373        1.26403        1.26437        1.26475        1.26519        1.26568        1.26622        1.26682        1.26748        1.26821        1.26901        1.26989        1.27084        1.27187          1.273        1.27422        1.27554        1.27697         1.2785        1.28016        1.28195        1.28387        1.28594        1.28815        1.29052        1.29306        1.29578        1.29868        1.30178        1.30508         1.3086        1.31235        1.31634        1.32058        1.32509        1.32987        1.33495        1.34033        1.34604        1.35208        1.35848        1.36525         1.3724        1.37997        1.38797        1.39642        1.40534        1.41477        1.42471         1.4352        1.44628        1.45796        1.47029        1.48329          1.497        1.51146        1.52672        1.54282        1.55981        1.57773        1.59665        1.61663        1.63773        1.66002        1.68358         1.7085        1.73486        1.76276        1.79232        1.82365        1.85688        1.89216        1.92964        1.96951        2.01195        2.05718        2.10545        2.15703        2.21221        2.27134        2.33481        2.40304        2.47655        2.55589        2.64172         2.7348        2.83599         2.9463        3.06693        3.19928        3.34502        3.50613          3.685        3.88454         4.1083        4.36068        4.64716        4.97468        5.35208        5.79082        6.30594        6.91739        7.65213        8.54689        9.65217        11.0372        12.7946        15.0379        17.8706        21.2609        24.6512
       -15.8255       -10.7301       -5.93629       -2.34676      0.0480594         1.5429        2.43251        2.93623        3.20016          3.317        3.34445         3.3182         3.2604         3.1848        3.09999        3.01134        2.92219        2.83457        2.74971         2.6683        2.59069        2.51702        2.44729        2.38141        2.31923         2.2606        2.20531        2.15319        2.10404         2.0577        2.01397        1.97271        1.93374        1.89694        1.86216        1.82928        1.79818        1.76875        1.74089         1.7145        1.68951        1.66583        1.64338         1.6221        1.60191        1.58277        1.56461        1.54737        1.53102         1.5155        1.50078         1.4868        1.47354        1.46096        1.44903         1.4377        1.42696        1.41678        1.40713        1.39798        1.38931         1.3811        1.37333        1.36598        1.35902        1.35245        1.34623        1.34037        1.33483        1.32961        1.32469        1.32005        1.31569        1.31159        1.30774        1.30413        1.30074        1.29757         1.2946        1.29182        1.28923        1.28681        1.28457        1.28247        1.28053        1.27873        1.27706        1.27552         1.2741        1.27279        1.27159        1.27049        1.26949        1.26857        1.26773        1.26698         1.2663        1.26568        1.26514        1.26465        1.26422        1.26385        1.26353        1.26325        1.26303        1.26285         1.2627        1.26261        1.26255        1.26252        1.26254         1.2626        1.26269        1.26282        1.26299        1.26319        1.26344        1.26373        1.26406        1.26444        1.26486        1.26534        1.26587        1.26645        1.26709         1.2678        1.26858        1.26943        1.27035        1.27136        1.27245        1.27364        1.27492        1.27631        1.27781        1.27943        1.28117        1.28305        1.28506        1.28722        1.28954        1.29202        1.29468        1.29752        1.30056         1.3038        1.30725        1.31093        1.31484        1.31901        1.32343        1.32813        1.33312        1.33841        1.34402        1.34997        1.35626        1.36291        1.36996         1.3774        1.38527        1.39359        1.40237        1.41164        1.42143        1.43176        1.44266        1.45415        1.46628        1.47907        1.49256        1.50678        1.52178        1.53761         1.5543        1.57191        1.59049        1.61011        1.63081        1.65268        1.67579         1.7002        1.72602        1.75334        1.78226        1.81289        1.84536         1.8798        1.91636        1.95521        1.99653        2.04052        2.08741        2.13744        2.19091        2.24811        2.30942        2.37521        2.44595        2.52214        2.60438        2.69334        2.78977        2.89459        3.00881        3.13366        3.27055        3.42115        3.58747        3.77187        3.97723        4.20703        4.46551         4.7579        5.09071        5.47204        5.91215        6.42401        7.02414        7.73356        8.57875         9.5922        10.8113        12.2724         13.993        15.9257        17.8585        19.2338
       -12.6826       -9.53962       -6.29446       -3.53484       -1.43477      0.0600744        1.07939         1.7529        2.18502        2.45225        2.60813        2.68929        2.72053        2.71866        2.69504        2.65738        2.61097        2.55938        2.50509        2.44979         2.3946        2.34029        2.28738        2.23619         2.1869        2.13962         2.0944        2.05123        2.01007        1.97089         1.9336        1.89815        1.86444        1.83242        1.80198        1.77307         1.7456         1.7195        1.69471        1.67115        1.64877         1.6275        1.60729        1.58808        1.56983        1.55248          1.536        1.52034        1.50546        1.49132        1.47789        1.46514        1.45302        1.44152         1.4306        1.42024        1.41041        1.40108        1.39224        1.38386        1.37592        1.36841        1.36129        1.35456         1.3482        1.34219        1.33652        1.33116        1.32612        1.32136        1.31688        1.31267        1.30871          1.305        1.30151        1.29825        1.29519        1.29233        1.28967        1.28718        1.28486        1.28271        1.28071        1.27885        1.27714        1.27555        1.27409        1.27275        1.27151        1.27038        1.26934         1.2684        1.26754        1.26676        1.26606        1.26543        1.26487        1.26437        1.26393        1.26354        1.26321        1.26292        1.26268        1.26249        1.26233        1.26222        1.26214         1.2621         1.2621        1.26213         1.2622         1.2623        1.26244        1.26261        1.26282        1.26307        1.26335        1.26368        1.26405        1.26446        1.26492        1.26543          1.266        1.26662        1.26731        1.26805        1.26887        1.26976        1.27074        1.27179        1.27294        1.27418        1.27552        1.27697        1.27854        1.28023        1.28204          1.284         1.2861        1.28835        1.29077        1.29335        1.29612        1.29908        1.30224        1.30561         1.3092        1.31302        1.31709        1.32141        1.32601        1.33089        1.33607        1.34156        1.34738        1.35354        1.36007        1.36697        1.37427        1.38198        1.39013        1.39874        1.40783        1.41743        1.42755        1.43824        1.44951         1.4614        1.47393        1.48715        1.50109        1.51578        1.53128        1.54762        1.56486        1.58304        1.60222        1.62247        1.64383         1.6664        1.69023        1.71542        1.74205        1.77023        1.80004        1.83162        1.86509        1.90059        1.93827        1.97831        2.02088        2.06619        2.11449        2.16601        2.22105        2.27993          2.343        2.41067         2.4834         2.5617        2.64616        2.73746        2.83637        2.94378        3.06071        3.18835         3.3281        3.48158        3.65072        3.83779        4.04549        4.27707        4.53642        4.82823         5.1582        5.53323        5.96172        6.45381         7.0216        7.67922        8.44235        9.32658        10.3433        11.4908        12.7358        13.9809        15.0137         15.457
        -10.567       -8.45134       -6.16709       -4.06338       -2.31236      -0.947231      0.0720894       0.810966        1.33476        1.69886        1.94655        2.11027        2.21379        2.27428        2.30411        2.31219        2.30491         2.2869        2.26151        2.23115        2.19761        2.16217        2.12576        2.08905        2.05255         2.0166        1.98144        1.94725        1.91414        1.88218         1.8514        1.82183        1.79347        1.76629        1.74029        1.71542        1.69165        1.66896        1.64729        1.62662         1.6069         1.5881        1.57018        1.55311        1.53684        1.52134        1.50658        1.49253        1.47916        1.46644        1.45434        1.44283        1.43189        1.42149        1.41162        1.40224        1.39334         1.3849        1.37689         1.3693        1.36211        1.35531        1.34887        1.34279        1.33703        1.33161        1.32648        1.32166        1.31711        1.31283        1.30881        1.30503        1.30149        1.29817        1.29506        1.29215        1.28944        1.28691        1.28455        1.28236        1.28033        1.27845        1.27671         1.2751        1.27362        1.27225          1.271        1.26986        1.26881        1.26786          1.267        1.26622        1.26551        1.26488        1.26432        1.26382        1.26338          1.263        1.26267        1.26238        1.26214        1.26195        1.26179        1.26168         1.2616        1.26155        1.26154        1.26157        1.26162        1.26171        1.26182        1.26197        1.26215        1.26237        1.26262         1.2629        1.26322        1.26359        1.26399        1.26444        1.26493        1.26548        1.26608        1.26673        1.26745        1.26824        1.26909        1.27002        1.27103        1.27213        1.27333        1.27462        1.27601        1.27752        1.27914         1.2809        1.28278        1.28481        1.28699        1.28932        1.29182         1.2945        1.29737        1.30043         1.3037        1.30719        1.31091        1.31487        1.31908        1.32355         1.3283        1.33335         1.3387        1.34438        1.35039        1.35676         1.3635        1.37062        1.37816        1.38612        1.39453        1.40341        1.41279        1.42268        1.43312        1.44413        1.45575        1.46799         1.4809        1.49451        1.50886        1.52398        1.53993        1.55674        1.57447        1.59317        1.61289         1.6337        1.65566        1.67884        1.70333         1.7292        1.75654        1.78546        1.81607        1.84847         1.8828        1.91921        1.95784        1.99887        2.04248        2.08889        2.13833        2.19106        2.24735        2.30754        2.37198        2.44107        2.51527        2.59509        2.68111        2.77398        2.87448        2.98345        3.10188        3.23093        3.37191        3.52635        3.69604        3.88306        4.08988        4.31935        4.57487        4.86041        5.18063        5.54097         5.9477         6.4079        6.92923        7.51938        8.18485        8.92844        9.74464        10.6117        11.4787        12.2482        12.7583        12.7825
       -9.04933        -7.5317       -5.85919       -4.23921       -2.80407       -1.60873      -0.654772      0.0841046       0.644215        1.06187        1.36892        1.59147        1.75007        1.86055        1.93495        1.98235        2.00959        2.02181        2.02287        2.01571        2.00254        1.98501        1.96442        1.94172        1.91765        1.89277        1.86751        1.84219        1.81705        1.79228          1.768        1.74432        1.72131        1.69901        1.67745        1.65666        1.63663        1.61738        1.59888        1.58114        1.56412        1.54783        1.53224        1.51732        1.50307        1.48945        1.47645        1.46404        1.45221        1.44093        1.43018        1.41995        1.41021        1.40095        1.39214        1.38377        1.37582        1.36828        1.36112        1.35434        1.34792        1.34185         1.3361        1.33067        1.32555        1.32071        1.31615        1.31187        1.30783        1.30404        1.30049        1.29716        1.29404        1.29112         1.2884        1.28587         1.2835        1.28131        1.27928        1.27739        1.27565        1.27405        1.27257        1.27122        1.26997        1.26884        1.26781        1.26687        1.26602        1.26526        1.26457        1.26396        1.26342        1.26294        1.26252        1.26215        1.26184        1.26157        1.26135        1.26118        1.26104        1.26093        1.26087        1.26083        1.26083        1.26086        1.26091          1.261        1.26111        1.26125        1.26142        1.26161        1.26184        1.26209        1.26238         1.2627        1.26306        1.26345        1.26389        1.26437        1.26489        1.26547        1.26609        1.26678        1.26753        1.26835        1.26923         1.2702        1.27125        1.27238        1.27362        1.27495        1.27639        1.27794        1.27962        1.28143        1.28338        1.28547        1.28771        1.29012         1.2927        1.29547        1.29842        1.30158        1.30495        1.30855        1.31238        1.31646         1.3208        1.32541        1.33031         1.3355        1.34102        1.34686        1.35305         1.3596        1.36654        1.37387        1.38162        1.38981        1.39846        1.40759        1.41723        1.42739        1.43812        1.44943        1.46135        1.47392        1.48717        1.50113        1.51585        1.53137        1.54772        1.56495        1.58312        1.60227        1.62247        1.64378        1.66626        1.68999        1.71504         1.7415        1.76946        1.79902        1.83029        1.86338        1.89844        1.93559          1.975        2.01684        2.06129        2.10856        2.15889        2.21253        2.26976        2.33091        2.39631        2.46637        2.54152        2.62228        2.70919        2.80289         2.9041        3.01365        3.13245        3.26158        3.40225        3.55586        3.72402        3.90856         4.1116        4.33559         4.5833         4.8579        5.16293        5.50231        5.88022        6.30086        6.76803        7.28423        7.84924        8.45767        9.09511        9.73255        10.3191         10.775        10.9889        10.8304
       -7.90814       -6.76695       -5.49873       -4.23022       -3.05598       -2.02883       -1.16656       -0.46399      0.0961201       0.535483       0.875805        1.13661        1.33446         1.4829        1.59279        1.67268        1.72929        1.76786        1.79247        1.80629         1.8118        1.81093        1.80519        1.79576        1.78356        1.76933        1.75365        1.73695         1.7196        1.70188          1.684        1.66614        1.64843        1.63097        1.61386        1.59713        1.58085        1.56504        1.54972        1.53492        1.52063        1.50686        1.49361        1.48088        1.46867        1.45695        1.44572        1.43498        1.42471        1.41489        1.40552        1.39658        1.38806        1.37994        1.37222        1.36487        1.35789        1.35127        1.34498        1.33903        1.33339        1.32805        1.32301        1.31825        1.31376        1.30954        1.30556        1.30182        1.29831        1.29502        1.29195        1.28907        1.28639        1.28389        1.28156         1.2794         1.2774        1.27555        1.27385        1.27228        1.27084        1.26952        1.26831        1.26722        1.26622        1.26533        1.26452        1.26379        1.26315        1.26258        1.26207        1.26163        1.26125        1.26093        1.26065        1.26043        1.26025         1.2601           1.26        1.25993        1.25989        1.25989        1.25991        1.25996        1.26003        1.26013        1.26025         1.2604        1.26057        1.26076        1.26098        1.26122        1.26149        1.26178        1.26211        1.26246        1.26285        1.26328        1.26374        1.26425         1.2648         1.2654        1.26605        1.26677        1.26754        1.26838         1.2693        1.27029        1.27137        1.27254        1.27381        1.27517        1.27665        1.27825        1.27997        1.28183        1.28382        1.28597        1.28828        1.29075         1.2934        1.29624        1.29927        1.30252        1.30598        1.30967         1.3136        1.31779        1.32225        1.32698        1.33201        1.33734          1.343          1.349        1.35535        1.36207        1.36918         1.3767        1.38465        1.39304         1.4019        1.41126        1.42113        1.43154        1.44253         1.4541        1.46631        1.47917        1.49272        1.50701        1.52205        1.53791        1.55462        1.57222        1.59078        1.61033        1.63095        1.65269        1.67562        1.69981        1.72534         1.7523        1.78077        1.81086        1.84268        1.87634        1.91197        1.94972        1.98974        2.03219        2.07727        2.12518        2.17615        2.23042        2.28827        2.35001        2.41598        2.48656        2.56218        2.64331        2.73048        2.82428         2.9254        3.03459         3.1527        3.28069        3.41966        3.57084        3.73561        3.91554        4.11239        4.32811        4.56485        4.82496        5.11088        5.42513           5.77         6.1473        6.55779        7.00026        7.47021         7.9579        8.44558        8.90425         9.2903        9.54383         9.5917        9.35981
       -7.01869       -6.12924       -5.13857       -4.12697       -3.16081       -2.28405       -1.51863       -0.86963      -0.331227       0.108136       0.462202       0.744713       0.968264        1.14382        1.28061        1.38628        1.46703        1.52787        1.57285        1.60518        1.62745        1.64172        1.64965        1.65256        1.65151        1.64736        1.64079        1.63236        1.62252        1.61163        1.59998         1.5878         1.5753        1.56261        1.54987        1.53717        1.52459         1.5122        1.50005        1.48818        1.47661        1.46537        1.45447        1.44393        1.43376        1.42395        1.41452        1.40545        1.39675        1.38841        1.38042        1.37279         1.3655        1.35854        1.35192        1.34561        1.33961        1.33392        1.32851        1.32339        1.31855        1.31397        1.30964        1.30556        1.30172        1.29811        1.29472        1.29155        1.28857         1.2858         1.2832        1.28079        1.27855        1.27648        1.27455        1.27278        1.27115        1.26965        1.26829        1.26704         1.2659        1.26488        1.26395        1.26312        1.26238        1.26172        1.26114        1.26064         1.2602        1.25983        1.25951        1.25925        1.25904        1.25887        1.25875        1.25866        1.25861         1.2586        1.25861        1.25865        1.25872        1.25881        1.25892        1.25905        1.25921        1.25938        1.25957        1.25978        1.26001        1.26025        1.26052        1.26081        1.26111        1.26145        1.26181        1.26219        1.26261        1.26307        1.26355        1.26408        1.26466        1.26528        1.26596        1.26669        1.26749        1.26835        1.26929         1.2703        1.27141         1.2726        1.27389        1.27529         1.2768        1.27843        1.28019        1.28208        1.28412        1.28632        1.28867         1.2912        1.29391        1.29681        1.29992        1.30323        1.30677        1.31055        1.31457        1.31886        1.32341        1.32826         1.3334        1.33886        1.34464        1.35078        1.35727        1.36415        1.37142         1.3791        1.38722         1.3958        1.40486        1.41442         1.4245        1.43513        1.44634        1.45815        1.47061        1.48373        1.49755        1.51211        1.52745         1.5436        1.56062        1.57855        1.59743        1.61733         1.6383        1.66041        1.68371        1.70829        1.73422        1.76158        1.79047        1.82098        1.85323        1.88732         1.9234        1.96158        2.00204        2.04493        2.09043        2.13874        2.19009        2.24472        2.30288        2.36488        2.43104        2.50172        2.57733         2.6583        2.74513        2.83837        2.93863        3.04661        3.16306        3.28883        3.42486        3.57222        3.73204        3.90561         4.0943         4.2996        4.52304        4.76619        5.03053        5.31731        5.62734        5.96056        6.31557         6.6888        7.07346        7.45812        7.82505        8.14857        8.39398        8.51828        8.47433        8.21986
