0 0 2.5
1 0 2.44372
2 0 2.38745
3 0 2.33119
4 0 2.27498
5 0 2.21883
6 0 2.16276
7 0 2.1068
8 0 2.05096
9 0 1.99526
10 0 1.93973
11 0 1.88439
12 0 1.82925
13 0 1.77433
14 0 1.71967
15 0 1.66526
16 0 1.61115
17 0 1.55733
18 0 1.50385
19 0 1.4507
20 0 1.39791
21 0 1.3455
22 0 1.29349
23 0 1.24188
24 0 1.1907
25 0 1.13995
26 0 1.08965
27 0 1.03981
28 0 0.990426
29 0 0.941518
30 0 0.893085
31 0 0.845129
32 0 0.797648
33 0 0.750641
34 0 0.704101
35 0 0.658019
36 0 0.612384
37 0 0.56718
38 0 0.522391
39 0 0.477997
40 0 0.433973
41 0 0.390293
42 0 0.346928
43 0 0.303847
44 0 0.261016
45 0 0.218398
46 0 0.175955
47 0 0.133647
48 0 0.091432
49 0 0.0492685
50 0 0.00711268
51 0 -0.0350782
52 0 -0.0773487
53 0 -0.119741
54 0 -0.162298
55 0 -0.20506
56 0 -0.248069
57 0 -0.29136
58 0 -0.334971
59 0 -0.378935
60 0 -0.423286
61 0 -0.468048
62 0 -0.51325
63 0 -0.558913
64 0 -0.60506
65 0 -0.651703
66 0 -0.69886
67 0 -0.746539
68 0 -0.79475
69 0 -0.843494
70 0 -0.892778
71 0 -0.942598
72 0 -0.992952
73 0 -1.04383
74 0 -1.09524
75 0 -1.14715
76 0 -1.19956
77 0 -1.25246
78 0 -1.30583
79 0 -1.35966
80 0 -1.41392
81 0 -1.46861
82 0 -1.52369
83 0 -1.57915
84 0 -1.63497
85 0 -1.69113
86 0 -1.7476
87 0 -1.80437
88 0 -1.8614
89 0 -1.91869
90 0 -1.97619
91 0 -2.0339
92 0 -2.09179
93 0 -2.14983
94 0 -2.208
95 0 -2.26628
96 0 -2.32464
97 0 -2.38306
98 0 -2.44153
99 0 -2.5

0 1 2.5
1 1 2.4437
2 1 2.38741
3 1 2.33114
4 1 2.27491
5 1 2.21874
6 1 2.16265
7 1 2.10667
8 1 2.05082
9 1 1.9951
10 1 1.93956
11 1 1.8842
12 1 1.82904
13 1 1.77411
14 1 1.71943
15 1 1.66501
16 1 1.61088
17 1 1.55706
18 1 1.50355
19 1 1.4504
20 1 1.3976
21 1 1.34518
22 1 1.29315
23 1 1.24153
24 1 1.19034
25 1 1.13958
26 1 1.08927
27 1 1.03942
28 1 0.990032
29 1 0.941116
30 1 0.892676
31 1 0.844713
32 1 0.797227
33 1 0.750214
34 1 0.703669
35 1 0.657583
36 1 0.611943
37 1 0.566737
38 1 0.521945
39 1 0.477548
40 1 0.433522
41 1 0.38984
42 1 0.346475
43 1 0.303394
44 1 0.260562
45 1 0.217945
46 1 0.175503
47 1 0.133196
48 1 0.0909827
49 1 0.0488212
50 1 0.00666835
51 1 -0.0355201
52 1 -0.0777866
53 1 -0.120176
54 1 -0.162728
55 1 -0.205486
