2.5 1.24914 0.754139 0.52088 0.392784 0.313502 0.259906 0.221263 0.192035 0.169106 0.150594 0.1353 0.122422 0.111406 0.101855 0.0934797 0.0860613 0.079434 0.0734684 0.0680628 0.0631359 0.0586219 0.0544671 0.0506274 0.0470659 0.0437518 0.040659 0.0377652 0.0350513 0.0325008 0.0300992 0.0278339 0.0256934 0.0236678 0.0217477 0.0199248 0.0181913 0.0165399 0.0149637 0.0134562 0.0120111 0.0106221 0.00928326 0.00798869 0.00673249 0.00550883 0.00431189 0.00313587 0.00197495 0.000823306 -0.000324894 -0.0014755 -0.00263436 -0.00380735 -0.00500035 -0.00621926 -0.00747001 -0.00875855 -0.0100909 -0.0114731 -0.0129114 -0.014412 -0.0159815 -0.0176266 -0.0193543 -0.0211721 -0.0230879 -0.0251103 -0.0272485 -0.0295129 -0.0319148 -0.034467 -0.0371841 -0.0400826 -0.0431817 -0.0465037 -0.0500746 -0.0539254 -0.0580928 -0.0626211 -0.0675637 -0.0729865 -0.0789707 -0.0856181 -0.0930577 -0.101456 -0.11103 -0.122071 -0.134975 -0.150296 -0.168835 -0.191793 -0.221049 -0.259721 -0.313348 -0.39266 -0.520787 -0.754076 -1.2491 -2.5 
2.5 1.7424 1.24654 0.936598 0.736755 0.601318 0.504859 0.433111 0.377773 0.333795 0.297971 0.268184 0.242983 0.221347 0.202536 0.186002 0.171332 0.158206 0.146377 0.135647 0.125859 0.116885 0.108619 0.100977 0.0938847 0.0872826 0.0811192 0.0753507 0.0699394 0.0648529 0.0600625 0.0555431 0.0512723 0.0472302 0.0433984 0.0397604 0.0363006 0.0330047 0.0298589 0.0268502 0.023966 0.0211941 0.0185224 0.0159391 0.0134325 0.010991 0.00860294 0.0062567 0.00394067 0.00164321 -0.000647363 -0.00294272 -0.00525459 -0.00759469 -0.00997481 -0.0124067 -0.0149023 -0.0174733 -0.0201319 -0.0228902 -0.0257604 -0.0287552 -0.0318874 -0.0351706 -0.0386186 -0.0422463 -0.0460693 -0.0501048 -0.054371 -0.0588884 -0.0636793 -0.0687693 -0.0741869 -0.0799648 -0.0861407 -0.0927586 -0.0998696 -0.107534 -0.115825 -0.124828 -0.134648 -0.145412 -0.157278 -0.170444 -0.185157 -0.201736 -0.220594 -0.24228 -0.267532 -0.297373 -0.333252 -0.377286 -0.432682 -0.504489 -0.601008 -0.736507 -0.936411 -1.24642 -1.74234 -2.5 
2.5 1.97393 1.55302 1.24222 1.01632 0.850156 0.7251 0.62855 0.55215 0.49033 0.439313 0.396481 0.359979 0.328463 0.30094 0.276662 0.255058 0.235683 0.218187 0.20229 0.187769 0.174439 0.16215 0.150776 0.140214 0.130375 0.121185 0.112579 0.104503 0.0969093 0.0897551 0.083004 0.076623 0.0705825 0.0648558 0.059418 0.0542465 0.0493197 0.0446174 0.0401201 0.0358091 0.0316661 0.0276733 0.023813 0.0200677 0.0164199 0.0128523 0.00934744 0.00588792 0.00245627 -0.000964988 -0.00439342 -0.00784657 -0.0113421 -0.0148975 -0.0185306 -0.0222591 -0.0261007 -0.0300735 -0.0341955 -0.0384851 -0.0429611 -0.0476427 -0.0525499 -0.0577035 -0.0631253 -0.0688387 -0.0748688 -0.0812427 -0.0879905 -0.0951453 -0.102744 -0.11083 -0.119449 -0.128658 -0.138521 -0.149111 -0.160518 -0.172845 -0.186218 -0.200787 -0.216735 -0.234287 -0.253723 -0.275391 -0.299736 -0.327331 -0.358921 -0.395501 -0.438413 -0.489513 -0.551418 -0.627905 -0.724545 -0.84969 -1.01595 -1.24193 -1.55283 -1.97384 -2.5 
2.5 2.1003 1.74941 1.46292 1.23616 1.05788 0.916837 0.803839 0.711947 0.636062 0.572469 0.518449 0.471989 0.431586 0.396098 0.364649 0.336556 0.311281 0.288397 0.26756 0.248488 0.230953 0.214765 0.199765 0.185821 0.17282 0.160667 0.149279 0.138586 0.128526 0.119045 0.110095 0.101634 0.0936218 0.0860246 0.07881 0.0719481 0.0654107 0.0591712 0.053204 0.0474844 0.0419884 0.0366921 0.0315722 0.0266056 0.0217689 0.0170391 0.012393 0.00780743 0.00325908 -0.00127539 -0.00581934 -0.0103962 -0.0150295 -0.0197426 -0.0245592 -0.0295028 -0.0345971 -0.039866 -0.0453333 -0.0510237 -0.0569616 -0.0631728 -0.0696833 -0.0765205 -0.0837131 -0.0912918 -0.0992892 -0.107741 -0.116686 -0.126167 -0.136234 -0.146939 -0.158345 -0.170523 -0.183555 -0.197537 -0.212581 -0.228821 -0.246413 -0.265548 -0.286455 -0.309414 -0.334769 -0.362948 -0.394488 -0.430072 -0.470574 -0.517138 -0.571266 -0.63497 -0.710968 -0.802977 -0.916093 -1.05726 -1.23566 -1.46254 -1.74915 -2.10017 -2.5 
2.5 2.17785 1.88138 1.6239 1.40752 1.22838 1.08053 0.958024 0.855736 0.769503 0.696055 0.632856 0.577944 0.529795 0.487219 0.44928 0.415235 0.38449 0.356563 0.331063 0.307671 0.286121 0.266192 0.247699 0.230485 0.214418 0.199384 0.185285 0.172037 0.159565 0.147805 0.136699 0.126195 0.116247 0.106812 0.0978501 0.0893258 0.0812045 0.0734533 0.0660409 0.0589368 0.0521113 0.0455349 0.0391787 0.0330138 0.0270113 0.0211425 0.0153783 0.0096899 0.00404811 -0.00157619 -0.00721229 -0.0128895 -0.018637 -0.0244844 -0.0304609 -0.036596 -0.0429192 -0.0494601 -0.0562486 -0.0633148 -0.0706894 -0.0784038 -0.0864903 -0.0949824 -0.103915 -0.113327 -0.123256 -0.133747 -0.144846 -0.156606 -0.169084 -0.182347 -0.196469 -0.211534 -0.22764 -0.244901 -0.26345 -0.283443 -0.305065 -0.328537 -0.354123 -0.382145 -0.412992 -0.447145 -0.485198 -0.527893 -0.576168 -0.63121 -0.694544 -0.768131 -0.854508 -0.956942 -1.07959 -1.2276 -1.40689 -1.62343 -1.88107 -2.17769 -2.5 
2.5 2.22972 1.97438 1.74376 1.54165 1.36758 1.21886 1.09199 0.983473 0.890159 0.809392 0.738977 0.677136 0.622431 0.573704 0.530019 0.490617 0.45488 0.422301 0.392461 0.365014 0.339669 0.316185 0.294354 0.274003 0.254983 0.237166 0.220441 0.204712 0.189894 0.175913 0.162702 0.150203 0.13836 0.127126 0.116454 0.106301 0.0966288 0.0873974 0.0785702 0.0701114 0.0619856 0.0541581 0.0465944 0.03926 0.0321205 0.0251414 0.0182882 0.011526 0.00481987 -0.00186512 -0.0085641 -0.0153123 -0.0221449 -0.0290971 -0.0362042 -0.0435013 -0.0510238 -0.058807 -0.0668864 -0.075298 -0.0840778 -0.0932632 -0.102892 -0.113004 -0.12364 -0.134844 -0.146662 -0.159144 -0.172345 -0.186326 -0.201152 -0.216898 -0.23365 -0.251504 -0.270571 -0.290979 -0.312876 -0.336438 -0.361869 -0.389413 -0.419358 -0.452051 -0.48791 -0.527442 -0.571265 -0.620137 -0.674993 -0.736992 -0.807569 -0.888505 -0.981991 -1.09069 -1.21774 -1.36664 -1.54089 -1.74319 -1.974 -2.22953 -2.5 
2.5 2.26663 2.04267 1.83513 1.64773 1.48143 1.33535 1.20762 1.096 0.998269 0.912376 0.836527 0.769193 0.709091 0.655147 0.606475 0.562335 0.522114 0.485301 0.451468 0.420255 0.391359 0.364524 0.339531 0.316192 0.294348 0.273858 0.254603 0.236477 0.219387 0.203251 0.187995 0.173554 0.159867 0.146879 0.134539 0.122799 0.111613 0.100938 0.090732 0.0809536 0.0715623 0.0625182 0.0537813 0.0453118 0.0370697 0.029015 0.0211073 0.0133062 0.0055707 -0.00213988 -0.00986665 -0.0176507 -0.0255331 -0.033555 -0.0417575 -0.0501815 -0.058868 -0.067858 -0.0771926 -0.0869131 -0.0970613 -0.10768 -0.118812 -0.130502 -0.142798 -0.155748 -0.169405 -0.183824 -0.199067 -0.215201 -0.232299 -0.250445 -0.269731 -0.290263 -0.312162 -0.335567 -0.360639 -0.387565 -0.416562 -0.447888 -0.481845 -0.518792 -0.559156 -0.603449 -0.652284 -0.706397 -0.766678 -0.834196 -0.910236 -0.996327 -1.09426 -1.20609 -1.33403 -1.48033 -1.64684 -1.83446 -2.04223 -2.26641 -2.5 
2.5 2.29413 2.09455 1.90634 1.7327 1.57508 1.4335 1.30713 1.19465 1.09454 1.00532 0.925562 0.854021 0.789591 0.731322 0.6784 0.630136 0.585943 0.545323 0.507856 0.47318 0.440991 0.411024 0.383055 0.356889 0.332359 0.309317 0.287638 0.267208 0.247928 0.22971 0.212475 0.196152 0.180675 0.165985 0.152025 0.138742 0.126087 0.114011 0.102467 0.0914095 0.0807928 0.0705718 0.0607015 0.0511367 0.0418322 0.032742 0.0238204 0.0150209 0.00629694 -0.00239832 -0.0111118 -0.0198907 -0.0287819 -0.0378326 -0.0470895 -0.0565995 -0.0664091 -0.0765649 -0.0871134 -0.0981012 -0.109575 -0.121583 -0.134173 -0.147396 -0.161302 -0.175946 -0.191385 -0.207681 -0.224899 -0.243112 -0.2624 -0.282852 -0.304566 -0.327655 -0.352248 -0.37849 -0.406549 -0.43662 -0.468927 -0.503732 -0.541342 -0.582116 -0.626475 -0.674916 -0.728024 -0.78649 -0.851125 -0.922879 -1.00285 -1.09231 -1.19264 -1.30537 -1.43198 -1.5738 -1.73168 -1.90557 -2.09404 -2.29387 -2.5 
2.5 2.31533 2.13508 1.96297 1.80167 1.65266 1.51644 1.39276 1.28091 1.17994 1.08878 1.00639 0.93174 0.863933 0.802149 0.745669 0.693866 0.646198 0.602195 0.561453 0.523622 0.4884 0.455527 0.424777 0.395952 0.368882 0.343417 0.319425 0.296789 0.275408 0.255187 0.236045 0.217905 0.200699 0.184362 0.168835 0.15406 0.139983 0.126553 0.113717 0.101426 0.0896284 0.0782755 0.0673169 0.0567022 0.0463807 0.0363011 0.0264117 0.0166605 0.0069947 -0.00263829 -0.0122916 -0.0220183 -0.0318714 -0.041904 -0.0521687 -0.0627181 -0.0736044 -0.0848795 -0.0965954 -0.108804 -0.121556 -0.134905 -0.148904 -0.163607 -0.179069 -0.19535 -0.212511 -0.230616 -0.249737 -0.26995 -0.291339 -0.313997 -0.338027 -0.363546 -0.390686 -0.419597 -0.45045 -0.483441 -0.518795 -0.556774 -0.597678 -0.641856 -0.689713 -0.741716 -0.798409 -0.860416 -0.928455 -1.00334 -1.08599 -1.1774 -1.27864 -1.39076 -1.51471 -1.65122 -1.80052 -1.9621 -2.13449 -2.31504 -2.5 
2.5 2.33211 2.16744 2.00881 1.85835 1.71747 1.58683 1.46654 1.3563 1.25552 1.1635 1.07946 1.00262 0.932254 0.867674 0.808262 0.753464 0.70279 0.655809 0.612141 0.571456 0.533463 0.49791 0.464574 0.433262 0.403802 0.376045 0.349857 0.325119 0.301728 0.279588 0.258614 0.238727 0.219855 0.201932 0.184893 0.16868 0.153235 0.138501 0.124424 0.110949 0.0980207 0.0855859 0.0735892 0.0619753 0.050688 0.0396705 0.0288655 0.0182148 0.00766005 -0.0028578 -0.0133979 -0.0240194 -0.0347815 -0.0457434 -0.0569635 -0.0685002 -0.0804112 -0.0927541 -0.105586 -0.118962 -0.132941 -0.147578 -0.162931 -0.179058 -0.196019 -0.213875 -0.232692 -0.252537 -0.273485 -0.295614 -0.319011 -0.343771 -0.370001 -0.397818 -0.427355 -0.458764 -0.492213 -0.527899 -0.56604 -0.606891 -0.650741 -0.69792 -0.748805 -0.803829 -0.863479 -0.92831 -0.998938 -1.07605 -1.16037 -1.25268 -1.35375 -1.4643 -1.5849 -1.71585 -1.85706 -2.00783 -2.16679 -2.33179 -2.5 
