93 12 0.953165 0.302452
96 12 0.989178 0.146723

0 15 0.999756 -0.0221012
3 15 0.988553 -0.150874
6 15 0.964512 -0.264038
9 15 0.935216 -0.354079
12 15 0.907834 -0.41933
15 15 0.887076 -0.461623
18 15 0.875153 -0.483847
21 15 0.872472 -0.488664
24 15 0.878329 -0.478056
27 15 0.891287 -0.45344
30 15 0.909372 -0.415984
33 15 0.930241 -0.366949
36 15 0.951344 -0.308131
39 15 0.970248 -0.242113
42 15 0.98507 -0.172155
45 15 0.994828 -0.101574
48 15 0.999478 -0.0323087
51 15 0.999354 0.0359357
54 15 0.994511 0.104634
57 15 0.984723 0.174128
60 15 0.970116 0.24264
63 15 0.951704 0.307017
66 15 0.931372 0.364068
69 15 0.911536 0.411219
72 15 0.894722 0.446624
75 15 0.883274 0.468858
78 15 0.879125 0.476591
81 15 0.883635 0.468176
84 15 0.897312 0.441397
87 15 0.919331 0.393486
90 15 0.946821 0.321762
93 15 0.974283 0.225329
96 15 0.994196 0.10758

0 18 0.999867 -0.0163007
3 18 0.993739 -0.111723
6 18 0.980352 -0.197258
9 18 0.96368 -0.267059
12 18 0.947963 -0.318381
15 18 0.936476 -0.350733
18 18 0.931081 -0.364812
21 18 0.932309 -0.361662
24 18 0.939562 -0.342379
27 18 0.95134 -0.308143
30 18 0.965425 -0.260681
33 18 0.97917 -0.203042
36 18 0.990106 -0.14032
39 18 0.996773 -0.0802734
42 18 0.999463 -0.0327643
45 18 0.999978 -0.00661936
48 18 0.999997 -0.00245122
51 18 0.999973 -0.00729741
54 18 0.999999 -0.00149445
57 18 0.999645 0.0266415
60 18 0.997151 0.0754331
63 18 0.990738 0.135789
66 18 0.98021 0.197961
69 18 0.967088 0.254442
72 18 0.953856 0.300263
75 18 0.943122 0.332446
78 18 0.937044 0.349212
81 18 0.937004 0.349319
84 18 0.943396 0.331668
87 18 0.955411 0.29528
90 18 0.970822 0.2398
93 18 0.986058 0.166401
96 18 0.996884 0.0788755

0 21 0.999929 -0.0118915
3 21 0.996659 -0.0816707
6 21 0.989496 -0.144561
9 21 0.980619 -0.195922
12 21 0.972536 -0.232752
15 21 0.967341 -0.253477
18 21 0.966299 -0.257422
21 21 0.969678 -0.244386
24 21 0.976711 -0.214558
27 21 0.985686 -0.168594
30 21 0.994109 -0.108387
33 21 0.999274 -0.0381054
36 21 0.999407 0.0344235
39 21 0.995334 0.0964887
42 21 0.991536 0.12983
45 21 0.9936 0.112953
48 21 0.999283 0.0378604
51 21 0.998018 -0.0629294
54 21 0.991198 -0.132388
57 21 0.989716 -0.143045
60 21 0.994408 -0.105609
63 21 0.999137 -0.0415342
66 21 0.999504 0.0314838
69 21 0.99486 0.101263
72 21 0.987069 0.160297
75 21 0.978845 0.204604
78 21 0.972622 0.232393
81 21 0.970019 0.24303
84 21 0.971646 0.236441
87 21 0.977063 0.212949
90 21 0.98482 0.173579
93 21 0.992727 0.120387
96 21 0.998377 0.056959

0 24 0.999964 -0.00848259
3 24 0.998302 -0.0582425
6 24 0.994706 -0.102762
9 24 0.990406 -0.138191
12 24 0.986859 -0.161586
15 24 0.985312 -0.170762
18 24 0.986431 -0.164178
21 24 0.990066 -0.140606
24 24 0.995062 -0.0992551
27 24 0.999204 -0.0398995
30 24 0.999344 0.036218
33 24 0.992162 0.12496
36 24 0.976139 0.217147
39 24 0.954968 0.29671
42 24 0.941 0.338408
45 24 0.955463 0.295112
48 24 0.994004 0.109346
51 24 0.987753 -0.156024
54 24 0.945829 -0.324664
57 24 0.934712 -0.355406
60 24 0.951569 -0.307435
63 24 0.974341 -0.225078
66 24 0.991254 -0.131964
69 24 0.999057 -0.0434194
72 24 0.999493 0.0318468
75 24 0.995951 0.089895
78 24 0.991561 0.129645
81 24 0.988474 0.151393
84 24 0.98774 0.156109
87 24 0.98941 0.145147
90 24 0.992736 0.120314
93 24 0.996454 0.0841371
96 24 0.999202 0.039936

0 27 0.999983 -0.00584356
3 27 0.999201 -0.039957
6 27 0.997561 -0.0697992
9 27 0.995751 -0.0920914
12 27 0.994585 -0.103929
15 27 0.9947 -0.102816
18 27 0.996245 -0.0865744
21 27 0.998586 -0.0531528
24 27 1 -0.000638574
27 27 0.997369 0.0724917
30 27 0.986023 0.166607
33 27 0.960264 0.279094
36 27 0.915953 0.401285
39 27 0.857436 0.514591
42 27 0.800075 0.599899
45 27 0.793589 0.608454
48 27 0.957717 0.287712
51 27 0.928693 -0.370848
54 27 0.771516 -0.636209
57 27 0.790106 -0.61297
60 27 0.852343 -0.522983
63 27 0.913038 -0.407874
66 27 0.958464 -0.285214
69 27 0.984918 -0.173023
72 27 0.996819 -0.0796955
75 27 0.999971 -0.00765208
78 27 0.999049 0.0435931
81 27 0.997132 0.0756776
84 27 0.995885 0.0906252
87 27 0.995885 0.0906298
90 27 0.996946 0.0780957
93 27 0.998444 0.0557549
96 27 0.999642 0.0267457

0 30 0.999993 -0.00381079
3 30 0.999665 -0.025879
6 30 0.999016 -0.0443501
9 30 0.998414 -0.0562957
12 30 0.998262 -0.0589271
15 30 0.99877 -0.0495879
18 30 0.999671 -0.0256522
21 30 0.999877 0.0156557
24 30 0.997008 0.0773017
27 30 0.986726 0.162395
30 30 0.961835 0.273631
33 30 0.911438 0.411438
36 30 0.821077 0.570817
39 30 0.693345 0.720605
42 30 0.533609 0.845731
45 30 0.163624 0.986523
48 30 0.340634 0.940196
51 30 0.311882 -0.950121
54 30 0.156411 -0.987692
57 30 0.528817 -0.848736
60 30 0.689722 -0.724075
63 30 0.818398 -0.574652
66 30 0.90945 -0.415813
69 30 0.960369 -0.278731
72 30 0.985725 -0.168366
75 30 0.996444 -0.0842554
78 30 0.999721 -0.0236414
81 30 0.999861 0.0166705
84 30 0.99921 0.039738
87 30 0.998826 0.0484385
90 30 0.99896 0.0455941
93 30 0.999422 0.0340069
96 30 0.999861 0.0166458

0 33 0.999997 -0.00229823
3 33 0.999881 -0.0154244
6 33 0.999676 -0.0254388
9 33 0.999557 -0.0297673
12 33 0.999668 -0.0257776
15 33 0.999942 -0.0107938
18 33 0.999837 0.0180799
21 33 0.997942 0.0641246
24 33 0.991362 0.131158
27 33 0.974695 0.22354
30 33 0.938021 0.346578
33 33 0.863206 0.504852
36 33 0.728081 0.685492
39 33 0.707107 0.707107
42 33 -nan -nan
45 33 -nan -nan
48 33 -nan -nan
51 33 -nan -nan
54 33 -nan -nan
57 33 -nan -nan
60 33 0.707107 -0.707107
63 33 0.726964 -0.686676
66 33 0.86176 -0.507315
69 33 0.936691 -0.350158
72 33 0.973627 -0.228146
75 33 0.990614 -0.136689
78 33 0.99751 -0.0705201
81 33 0.999682 -0.0252141
84 33 0.999995 0.00307653
87 33 0.999843 0.0177458
90 33 0.999763 0.0217822
93 33 0.999837 0.0180288
96 33 0.999957 0.00922193

0 36 0.999999 -0.00122872
3 36 0.999968 -0.00801757
6 36 0.999925 -0.0122213
9 36 0.999934 -0.0115007
12 36 0.999994 -0.00356121
15 36 0.999899 0.0142013
18 36 0.999001 0.044694
21 36 0.995809 0.0914551
24 36 0.987311 0.158798
27 36 0.967872 0.251442
30 36 0.927649 0.373453
33 36 0.83306 0.553183
36 36 -nan -nan
39 36 -nan -nan
42 36 -nan -nan
45 36 -nan -nan
48 36 -nan -nan
51 36 -nan -nan
54 36 -nan -nan
57 36 -nan -nan
60 36 -nan -nan
63 36 -nan -nan
66 36 0.832456 -0.55409
69 36 0.926748 -0.375682
72 36 0.967011 -0.254734
75 36 0.98663 -0.162976
78 36 0.995347 -0.0963502
81 36 0.998742 -0.0501532
84 36 0.999799 -0.020044
87 36 0.999997 -0.00240529
90 36 0.999983 0.00575126
93 36 0.999975 0.00708704
96 36 0.999992 0.00409427

0 39 1 -0.000526437
3 39 0.999995 -0.00323028
6 39 0.999993 -0.00382814
9 39 1 -0.000438509
12 39 0.99996 0.00892723
15 39 0.999647 0.0265498
18 39 0.998481 0.0550895
21 39 0.995186 0.0980034
24 39 0.987122 0.159968
27 39 0.968915 0.247395
30 39 0.932064 0.362294
33 39 0.707107 0.707107
36 39 -nan -nan
39 39 -nan -nan
42 39 -nan -nan
45 39 -nan -nan
48 39 -nan -nan
51 39 -nan -nan
54 39 -nan -nan
57 39 -nan -nan
60 39 -nan -nan
63 39 -nan -nan
66 39 0.707107 -0.707107
69 39 0.9316 -0.363485
72 39 0.968355 -0.249579
75 39 0.986638 -0.162926
78 39 0.994831 -0.101549
81 39 0.998254 -0.0590635
84 39 0.999527 -0.0307416
87 39 0.999914 -0.0131495
90 39 0.999994 -0.00351987
93 39 1 0.000481537
96 39 1 0.000932453

0 42 1 -0.00012837
3 42 1 -0.000554303
6 42 1 0.000573479
9 42 0.999989 0.00467022
12 42 0.999912 0.0132379
15 42 0.999607 0.0280443
18 42 0.998687 0.0512363
21 42 0.996332 0.0855664
24 42 0.990875 0.134785
27 42 0.978222 0.20756
30 42 0.945891 0.324484
33 42 -nan -nan
36 42 -nan -nan
39 42 -nan -nan
42 42 -nan -nan
45 42 -nan -nan
48 42 -nan -nan
51 42 -nan -nan
54 42 -nan -nan
57 42 -nan -nan
60 42 -nan -nan
63 42 -nan -nan
66 42 -nan -nan
69 42 0.945732 -0.324946
72 42 0.977944 -0.208869
75 42 0.990611 -0.136713
78 42 0.996128 -0.0879162
81 42 0.998548 -0.0538714
84 42 0.999525 -0.0308186
87 42 0.999872 -0.0159743
90 42 0.999974 -0.00718129
93 42 0.999997 -0.00259935
96 42 1 -0.000653111

0 45 1 5.10465e-05
3 45 1 0.000598859
6 45 0.999998 0.00206552
9 45 0.999986 0.00533964
12 45 0.999936 0.0113561
15 45 0.999775 0.0212235
18 45 0.99934 0.0363207
21 45 0.998295 0.0583669
24 45 0.996046 0.0888432
27 45 0.992882 0.119101
30 45 0.99925 0.0387279
33 45 -nan -nan
36 45 -nan -nan
39 45 -nan -nan
42 45 -nan -nan
45 45 -nan -nan
48 45 -nan -nan
51 45 -nan -nan
54 45 -nan -nan
57 45 -nan -nan
60 45 -nan -nan
63 45 -nan -nan
66 45 -nan -nan
69 45 0.999246 -0.0388376
72 45 0.992803 -0.119761
75 45 0.995953 -0.0898746
78 45 0.998218 -0.0596682
81 45 0.999286 -0.0377779
84 45 0.999742 -0.0227312
87 45 0.999918 -0.0128233
90 45 0.999978 -0.00663395
93 45 0.999995 -0.00305871
96 45 0.999999 -0.00106646

0 48 1 0.00010977
3 48 1 0.000790071
6 48 0.999998 0.00176591
9 48 0.999995 0.00329084
12 48 0.999984 0.00565579
15 48 0.999958 0.00921302
18 48 0.999895 0.0144616
21 48 0.999756 0.022108
24 48 0.999405 0.0344889
27 48 0.997276 0.0737577
30 48 0.989202 0.14656
33 48 -nan -nan
36 48 -nan -nan
39 48 -nan -nan
42 48 -nan -nan
45 48 -nan -nan
48 48 -nan -nan
51 48 -nan -nan
54 48 -nan -nan
57 48 -nan -nan
60 48 -nan -nan
63 48 -nan -nan
66 48 -nan -nan
69 48 0.989198 -0.146588
72 48 0.997263 -0.0739316
75 48 0.999396 -0.0347579
78 48 0.999748 -0.022433
81 48 0.99989 -0.0148125
84 48 0.999954 -0.0095767
87 48 0.999982 -0.0059717
90 48 0.999994 -0.00354489
93 48 0.999998 -0.00191324
96 48 1 -0.000780767

0 51 1 0.000111244
3 51 1 0.000701487
6 51 1 0.000927656
9 51 1 0.000406454
12 51 0.999999 -0.00124634
15 51 0.99999 -0.00444598
18 51 0.999953 -0.00970783
21 51 0.999841 -0.0178241
24 51 0.999514 -0.0311606
27 51 0.997415 -0.0718594
30 51 0.989236 -0.146328
33 51 -nan -nan
36 51 -nan -nan
39 51 -nan -nan
42 51 -nan -nan
45 51 -nan -nan
48 51 -nan -nan
51 51 -nan -nan
54 51 -nan -nan
57 51 -nan -nan
60 51 -nan -nan
63 51 -nan -nan
66 51 -nan -nan
69 51 0.98923 0.14637
72 51 0.997395 0.0721344
75 51 0.9995 0.0316216
78 51 0.99983 0.018429
81 51 0.999946 0.0104138
84 51 0.999986 0.00520321
87 51 0.999998 0.0020404
90 51 1 0.000355154
93 51 1 -0.000277899
96 51 1 -0.000263105

0 54 1 0.000182166
3 54 0.999999 0.00101937
6 54 1 0.000822338
9 54 0.999999 -0.00137758
12 54 0.999978 -0.00659256
15 54 0.999871 -0.0160387
18 54 0.999516 -0.0311232
21 54 0.998562 -0.0536047
24 54 0.996378 -0.0850289
27 54 0.993159 -0.116766
30 54 0.999264 -0.0383701
33 54 -nan -nan
36 54 -nan -nan
39 54 -nan -nan
42 54 -nan -nan
45 54 -nan -nan
48 54 -nan -nan
51 54 -nan -nan
54 54 -nan -nan
57 54 -nan -nan
60 54 -nan -nan
63 54 -nan -nan
66 54 -nan -nan
69 54 0.999259 0.0384897
72 54 0.993069 0.117536
75 54 0.996271 0.0862734
78 54 0.998476 0.055192
81 54 0.999457 0.0329359
84 54 0.999838 0.0179774
87 54 0.999963 0.00855816
90 54 0.999995 0.00320203
93 54 1 0.000675067
96 54 1 -3.45802e-05

0 57 1 0.000393021
3 57 0.999997 0.00238882
6 57 0.999996 0.00269337
9 57 1 -0.000161495
12 57 0.99997 -0.00779407
15 57 0.999757 -0.0220368
18 57 0.998981 -0.0451219
21 57 0.996808 -0.0798325
24 57 0.991516 -0.129988
27 57 0.978911 -0.204289
30 57 0.946272 -0.32337
33 57 -nan -nan
36 57 -nan -nan
39 57 -nan -nan
42 57 -nan -nan
45 57 -nan -nan
48 57 -nan -nan
51 57 -nan -nan
54 57 -nan -nan
57 57 -nan -nan
60 57 -nan -nan
63 57 -nan -nan
66 57 -nan -nan
69 57 0.946103 0.323865
72 57 0.97861 0.205724
75 57 0.991233 0.132126
78 57 0.996592 0.0824922
81 57 0.99884 0.0481447
84 57 0.99968 0.0252825
87 57 0.999939 0.0110561
90 57 0.999995 0.00322209
93 57 1 -0.000111439
96 57 1 -0.000610405

0 60 1 0.000846196
3 60 0.999985 0.00540162
6 60 0.99997 0.00772312
9 60 0.999983 0.00581377
12 60 0.999997 -0.00240289
15 60 0.999814 -0.0192763
18 60 0.998868 -0.0475632
21 60 0.995873 -0.0907556
24 60 0.988134 -0.153597
27 60 0.970136 -0.242563
30 60 0.933083 -0.359662
33 60 0.707107 -0.707107
36 60 -nan -nan
39 60 -nan -nan
42 60 -nan -nan
45 60 -nan -nan
48 60 -nan -nan
51 60 -nan -nan
54 60 -nan -nan
57 60 -nan -nan
60 60 -nan -nan
63 60 -nan -nan
66 60 0.707107 0.707107
69 60 0.932602 0.360907
72 60 0.969551 0.244889
75 60 0.987631 0.156796
78 60 0.995512 0.0946387
81 60 0.998649 0.0519561
84 60 0.999712 0.0239887
87 60 0.999974 0.00720766
90 60 0.999999 -0.00122059
93 60 0.999993 -0.00370859
96 60 0.999997 -0.00243693

0 63 0.999999 0.0016101
3 63 0.999943 0.010637
6 63 0.999857 0.0169262
9 63 0.999837 0.0180563
12 63 0.999933 0.011562
15 63 0.999986 -0.00519826
18 63 0.999379 -0.0352296
21 63 0.996624 -0.0821059
24 63 0.988651 -0.150229
27 63 0.96969 -0.24434
30 63 0.929599 -0.368573
33 63 0.834347 -0.551239
36 63 -nan -nan
39 63 -nan -nan
42 63 -nan -nan
45 63 -nan -nan
48 63 -nan -nan
51 63 -nan -nan
54 63 -nan -nan
57 63 -nan -nan
60 63 -nan -nan
63 63 -nan -nan
66 63 0.833738 0.55216
69 63 0.928683 0.370874
72 63 0.968813 0.247791
75 63 0.987969 0.154655
78 63 0.996176 0.0873686
81 63 0.999153 0.041155
84 63 0.999933 0.0116049
87 63 0.999988 -0.00493265
90 63 0.999933 -0.0115742
93 63 0.999939 -0.0110597
96 63 0.999982 -0.00594393

0 66 0.999996 0.00277237
3 66 0.999826 0.018673
6 66 0.99951 0.0312951
9 66 0.999282 0.0378835
12 66 0.999362 0.035719
15 66 0.999757 0.0220377
18 66 0.999981 -0.00610399
21 66 0.998644 -0.0520606
24 66 0.992812 -0.119685
27 66 0.976962 -0.213414
30 66 0.940939 -0.338576
33 66 0.866208 -0.499684
36 66 0.730023 -0.683423
39 66 0.707107 -0.707107
42 66 -nan -nan
45 66 -nan -nan
48 66 -nan -nan
51 66 -nan -nan
54 66 -nan -nan
57 66 -nan -nan
60 66 0.707107 0.707107
63 66 0.72893 0.684588
66 66 0.864782 0.502148
69 66 0.939616 0.34223
72 66 0.975909 0.218177
75 66 0.992095 0.125486
78 66 0.998268 0.058834
81 66 0.999905 0.0137518
84 66 0.999906 -0.0137003
87 66 0.999637 -0.0269273
90 66 0.999578 -0.0290502
93 66 0.999737 -0.0229542
96 66 0.999934 -0.0115276

0 69 0.99999 0.00440385
3 69 0.999551 0.0299552
6 69 0.998665 0.0516588
9 69 0.997792 0.0664178
12 69 0.997454 0.0713167
15 69 0.997972 0.0636475
18 69 0.99917 0.0407304
21 69 1 -0.000237362
24 69 0.998061 -0.0622489
27 69 0.988918 -0.148462
30 69 0.965167 -0.261636
33 69 0.915591 -0.402111
36 69 0.825347 -0.564626
39 69 0.696733 -0.717331
42 69 0.535379 -0.844612
45 69 0.164068 -0.986449
48 69 0.340519 -0.940238
51 69 0.312187 0.950021
54 69 0.157 0.987599
57 69 0.530724 0.847545
60 69 0.693228 0.720718
63 69 0.822775 0.568368
66 69 0.913676 0.406442
69 69 0.96376 0.266769
72 69 0.98798 0.154581
75 69 0.997585 0.0694622
78 69 0.999963 0.00861447
81 69 0.999513 -0.0312137
84 69 0.998589 -0.053097
87 69 0.998199 -0.059989
90 69 0.998503 -0.0547053
93 69 0.999192 -0.0401988
96 69 0.999809 -0.0195408

0 72 0.999978 0.00658919
3 72 0.998984 0.0450736
6 72 0.996877 0.0789712
9 72 0.9945 0.104739
12 72 0.992853 0.119347
15 72 0.99274 0.120281
18 72 0.994433 0.105367
21 72 0.997364 0.0725566
24 72 0.999801 0.0199392
27 72 0.998539 -0.0540438
30 72 0.988718 -0.149791
33 72 0.964326 -0.264718
36 72 0.920837 -0.389948
39 72 0.862236 -0.506506
42 72 0.803841 -0.594844
45 72 0.795615 -0.605803
48 72 0.957849 -0.287272
51 72 0.929412 0.369043
54 72 0.774137 0.633018
57 72 0.794262 0.607576
60 72 0.857415 0.514625
63 72 0.918108 0.396331
66 72 0.96266 0.270714
69 72 0.987725 0.156203
72 72 0.998116 0.0613582
75 72 0.999935 -0.011417
78 72 0.998037 -0.0626242
81 72 0.995581 -0.0939056
84 72 0.994223 -0.107331
87 72 0.994463 -0.105088
90 72 0.99598 -0.0895718
93 72 0.997977 -0.063574
96 72 0.999538 -0.0304011

0 75 0.999955 0.00944068
3 75 0.997901 0.0647615
6 75 0.993444 0.114318
9 75 0.988075 0.153976
12 75 0.983549 0.180644
15 75 0.981353 0.192214
18 75 0.982325 0.187184
21 75 0.986382 0.16447
24 75 0.992371 0.123286
27 75 0.997989 0.0633918
30 75 0.999902 -0.0140259
33 75 0.994484 -0.104884
36 75 0.979798 -0.199991
39 75 0.959095 -0.283083
42 75 0.944457 -0.328635
45 75 0.957243 -0.289286
48 75 0.994175 -0.107775
51 75 0.9882 0.153171
54 75 0.94812 0.317912
57 75 0.938617 0.344962
60 75 0.956017 0.293311
63 75 0.978221 0.207564
66 75 0.993746 0.111668
69 75 0.999777 0.0211237
72 75 0.998469 -0.0553119
75 75 0.993508 -0.113764
78 75 0.988198 -0.153182
81 75 0.984764 -0.173898
84 75 0.984246 -0.176803
87 75 0.986597 -0.163176
90 75 0.990878 -0.134762
93 75 0.995565 -0.094074
96 75 0.999003 -0.04464

0 78 0.999914 0.0131283
3 78 0.995935 0.0900792
6 78 0.987237 0.159259
9 78 0.976469 0.215658
12 78 0.966626 0.256193
15 78 0.960157 0.27946
18 78 0.958513 0.285048
21 78 0.962018 0.272984
24 78 0.969896 0.24352
27 78 0.980333 0.197349
30 78 0.990675 0.136248
33 78 0.997935 0.0642317
36 78 0.999939 -0.011035
39 78 0.997038 -0.0769117
42 78 0.993357 -0.115077
45 78 0.994586 -0.103919
48 78 0.999379 -0.0352437
51 78 0.998263 0.0589067
54 78 0.992512 0.122151
57 78 0.991856 0.127361
60 78 0.996354 0.0853192
63 78 0.999844 0.0176567
66 78 0.99832 -0.0579365
69 78 0.991604 -0.129313
72 78 0.981955 -0.189115
75 78 0.972356 -0.233504
78 78 0.965401 -0.260769
81 78 0.962793 -0.270241
84 78 0.965145 -0.261715
87 78 0.971919 -0.235316
90 78 0.981435 -0.191797
93 78 0.991099 -0.133124
96 78 0.99801 -0.0630509

0 81 0.999839 0.0179325
3 81 0.992436 0.122759
6 81 0.976357 0.216163
9 81 0.9565 0.291733
12 81 0.937917 0.34686
15 81 0.924342 0.381564
18 81 0.917791 0.397065
21 81 0.918776 0.39478
24 81 0.926631 0.375972
27 81 0.939758 0.34184
30 81 0.955802 0.294011
33 81 0.971942 0.235222
36 81 0.98541 0.170197
39 81 0.994334 0.106296
42 81 0.998589 0.0530995
45 81 0.999812 0.0194047
48 81 0.99998 0.00630337
51 81 0.999998 0.00175137
54 81 0.999918 -0.0127946
57 81 0.99884 -0.0481558
60 81 0.994752 -0.102311
63 81 0.986085 -0.166242
66 81 0.973065 -0.23053
69 81 0.957618 -0.288042
72 81 0.942521 -0.334148
75 81 0.930564 -0.366128
78 81 0.924036 -0.382306
81 81 0.92442 -0.381375
84 81 0.932182 -0.361991
87 81 0.946471 -0.32279
90 81 0.964834 -0.262861
93 81 0.983124 -0.182938
96 81 0.996216 -0.0869142

0 84 0.999703 0.0243549
3 84 0.98615 0.165855
6 84 0.957402 0.288759
9 84 0.922967 0.384879
12 84 0.891326 0.453362
15 84 0.867654 0.497168
18 84 0.854098 0.520112
21 84 0.850873 0.525371
24 84 0.857078 0.515186
27 84 0.871155 0.491008
30 84 0.891089 0.453828
33 84 0.914504 0.404577
36 84 0.938788 0.344497
39 84 0.96136 0.275294
42 84 0.979925 0.199367
45 84 0.992844 0.11942
48 84 0.999283 0.0378634
51 84 0.999043 -0.0437354
54 84 0.992239 -0.124349
57 84 0.979246 -0.202676
60 84 0.96096 -0.276689
63 84 0.938998 -0.343922
66 84 0.915605 -0.40208
69 84 0.893341 -0.44938
72 84 0.8748 -0.484484
75 84 0.862368 -0.506283
78 84 0.858055 -0.513557
81 84 0.863362 -0.504585
84 84 0.878991 -0.476838
87 84 0.904307 -0.426882
90 84 0.936359 -0.351043
93 84 0.968946 -0.247273
96 84 0.992943 -0.11859

0 87 0.999441 0.0334336
3 87 0.974351 0.225033
6 87 0.923747 0.383004
9 87 0.867119 0.498101
12 87 0.818057 0.575137
15 87 0.7823 0.622902
18 87 0.760862 0.648913
21 87 0.752734 0.658325
24 87 0.756341 0.654177
27 87 0.770042 0.637993
30 87 0.792342 0.610077
33 87 0.82191 0.569617
36 87 0.85748 0.514517
39 87 0.897497 0.44102
42 87 0.939019 0.343866
45 87 0.975761 0.218837
48 87 0.997615 0.0690196
51 87 0.995965 -0.0897471
54 87 0.97185 -0.235601
57 87 0.934816 -0.355132
60 87 0.894387 -0.447294
